Year;Index;Type;Title_Aritcle;Authors;Afiliation ;Author_Umayor;Center_Author;DOI;Title_Journal;Q-factor;WOS_code;Scorpus_Code;;;;;; 
2017;WOS;Article;The power of a control qubit in weak measurements;"Coto, Raul; Montenegro, Victor; Eremeev, Vitalie; Mundarain, Douglas; Orszag, Miguel";"[Coto, Raul; Montenegro, Victor; Orszag, Miguel] Pontificia Univ Catolica Chile, Inst Fis, Casilla 306, Santiago, Chile; [Eremeev, Vitalie] Univ Diego Portales, Fac Ingn, Av Ejercito 441, Santiago, Chile; [Montenegro, Victor] UCL, Dept Phys & Astron, London WC1E 6BT, England; [Mundarain, Douglas] Univ Catolica Norte, Dept Fis, Casilla 1280, Antofagasta, Chile; [Coto, Raul] Univ Mayor, Santiago, Chile";Carlos Celis-Morales;CENTRO DE INVESTIGACION EN FISIOLOGIA DEL EJERCICIO;10.1016/j.exger.2018.09.026;EXPERIMENTAL GERONTOLOGY;Q2;WOS:000449275300021;2-s2.0-85054717256;;;;;;
2017;WOS;Article;Simulation in medical education from the perspective of patients' safety;"Moya R, Patricia; Ruz A, Maxy; Parraguez L, Elisa; Carreno E, Veronica; Rodriguez C, Ana Maria; Froes M, Patricia";"[Moya R, Patricia] Univ Finis Terrae, Fac Odontol, Santiago, Chile; [Ruz A, Maxy] Univ Finis Terrae, Fac Med, Escuela Enfermeria, Santiago, Chile; [Parraguez L, Elisa; Carreno E, Veronica; Rodriguez C, Ana Maria] Univ Mayor, Fac Ciencias, Escuela Odontol, Santiago, Chile; [Froes M, Patricia] Univ Finis Terrae, Santiago, Chile; [Parraguez L, Elisa] Univ Finis Terrae, Docencia Ciencias Salud, Santiago, Chile";Carlos Celis-Morales;CENTRO DE INVESTIGACION EN FISIOLOGIA DEL EJERCICIO;10.1093/pubmed/fdx134;JOURNAL OF PUBLIC HEALTH;Q2;WOS:000456085500033;2-s2.0-85054089258;;;;;;
2017;WOS;Article;Wing phosphorylation is a major functional determinant of the Lrs14-type biofilm and motility regulator AbfR1 in Sulfolobus acidocaldarius;"Li, Lingling; Banerjee, Ankan; Bischof, Lisa Franziska; Maklad, Hassan Ramadan; Hoffmann, Lena; Henche, Anna-Lena; Veliz, Fabian; Bildl, Wolfgang; Schulte, Uwe; Orell, Alvaro; Essen, Lars-Oliver; Peeters, Eveline; Albers, Sonja-Verena";"[Li, Lingling; Bischof, Lisa Franziska; Hoffmann, Lena; Henche, Anna-Lena; Orell, Alvaro; Albers, Sonja-Verena] Univ Freiburg, Inst Biol 2, Mol Biol Archaea, Freiburg, Germany; [Banerjee, Ankan; Essen, Lars-Oliver] Philipps Univ Marburg, Dept Chem, Struct Biochem, Marburg, Germany; [Bischof, Lisa Franziska] Spemann Grad Sch Biol & Med, Freiburg, Germany; [Maklad, Hassan Ramadan; Peeters, Eveline] Vrije Univ Brussel, Res Grp Microbiol, Dept Bioengn Sci, Brussels, Belgium; [Veliz, Fabian; Orell, Alvaro] Univ Mayor, Mol Microbiol Extremophiles Grp, Ctr Genom & Bioinformat, Fac Sci, Santiago, Chile; [Bildl, Wolfgang; Schulte, Uwe] Univ Freiburg, Inst Physiol, Freiburg, Germany; [Schulte, Uwe] Ctr Biol Signaling Studies BIOSS, Freiburg, Germany; [Orell, Alvaro] Max Planck Inst Terr Microbiol, Marburg, Germany; [Essen, Lars-Oliver] LOEWE Ctr Synthet Microbiol, Marburg, Germany";Carlos Celis-Morales;CENTRO DE INVESTIGACION EN FISIOLOGIA DEL EJERCICIO;10.1016/j.mayocp.2018.05.035;MAYO CLINIC PROCEEDINGS;Q1;WOS:000448967300010;2-s2.0-85054002324;;;;;;
2017;WOS;Article;Advancements in the Synthesis of Building Block Materials: Experimental Evidence and Modeled Interpretations of the Effect of Na and K on Imogolite Synthesis;"Arancibia-Miranda, Nicolas; Escudey, Mauricio; Ramirez, Ricardo; Gonzalez, Rafael I.; van Duin, Adri C. T.; Kiwi, Miguel";"[Arancibia-Miranda, Nicolas; Escudey, Mauricio] Univ Santiago Chile, Fac Quim & Biol, Ave B OHiggins 3363, Santiago, Chile; [Arancibia-Miranda, Nicolas; Escudey, Mauricio; Ramirez, Ricardo; Gonzalez, Rafael I.; Kiwi, Miguel] Ctr Dev Nanosci & Nanotechnol CEDENNA, Santiago 9170022, Chile; [Ramirez, Ricardo] Univ Catolica Chile, Fac Fis, Casilla 306, Santiago 7820436, Chile; [Gonzalez, Rafael I.; Kiwi, Miguel] Univ Chile, Dept Fis, Fac Ciencias, Casilla 653, Santiago 7800024, Chile; [Gonzalez, Rafael I.] Univ Mayor, Ctr Genom & Bioinformat, Fac Ciencias, Santiago, Chile; [van Duin, Adri C. T.] Penn State Univ, Dept Mech & Nucl Engn, University Pk, PA 16802 USA";Eduardo Martinez;CENTRO DE INVESTIGACION EN FISIOLOGIA DEL EJERCICIO;10.1016/j.clinbiomech.2018.09.019;CLINICAL BIOMECHANICS;Q2;WOS:000451491900018;2-s2.0-85053346308;;;;;;
2017;WOS;Article;Enhanced Antibacterial Activity of Ent-Labdane Derivatives of Salvic Acid (7 alpha-Hydroxy-8(17)-ent-Labden-15-Oic Acid): Effect of Lipophilicity and the Hydrogen Bonding Role in Bacterial Membrane Interaction;"Echeverria, Javier; Urzua, Alejandro; Sanhueza, Loreto; Wilkens, Marcela";"[Echeverria, Javier; Urzua, Alejandro; Wilkens, Marcela] Univ Santiago Chile, Fac Quim & Biol, Casilla 40,Correo 33, Santiago 9170022, Chile; [Sanhueza, Loreto] Univ Mayor, Fac Ciencias, Nucleo Quim & Bioquim, Santiago 8580745, Chile";Carlos Celis-Morales;CENTRO DE INVESTIGACION EN FISIOLOGIA DEL EJERCICIO;10.1111/sms.13213;SCANDINAVIAN JOURNAL OF MEDICINE & SCIENCE IN SPORTS;Q1;WOS:000441756500010;2-s2.0-85051551218;;;;;;
2017;WOS;Article;NAFLD and High Fructose Intake. A Review of Literature;"Carvallo, Pamela; Carvallo, Eugenia; Barbosa-da-Silva, Sandra; Mandarim-de-Lacerda, Carlos Alberto; del Sol, Mariano";"[Carvallo, Pamela; Carvallo, Eugenia; del Sol, Mariano] Univ La Frontera, Ciencias Morfol, Temuco, Chile; [Carvallo, Pamela] Univ Catolica Temuco, Manuel Montt 56, Temuco, Chile; [Carvallo, Eugenia] Univ Mayor, Sede Temuco, Chile; [Barbosa-da-Silva, Sandra; Mandarim-de-Lacerda, Carlos Alberto] Univ Estado Rio de Janeiro, Rio De Janeiro, RJ, Brazil; [del Sol, Mariano] Univ La Frontera, Ctr Excelencia Ciencias Morfol & Quirurg, Temuco, Chile";Hernan Morales ;CENTRO DE INVESTIGACION EN FISIOLOGIA DEL EJERCICIO;10.1002/cnm.3100;INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN BIOMEDICAL ENGINEERING;Q2;WOS:000440994400008;2-s2.0-85051220967;;;;;;
2017;WOS;Article;Asymptotic approach to the one-dimensional motion of a body in modified Newtonian dynamics;Rosales-Vera, Marco;[Rosales-Vera, Marco] Univ Mayor, Fac Ciencias, Nucleo Matemat Fis & Estadist, Manuel Montt 367, Providencia, Chile;Carlos Celis-Morales;CENTRO DE INVESTIGACION EN FISIOLOGIA DEL EJERCICIO;10.4067/s0034-98872018000500585;REVISTA MEDICA DE CHILE;Q4;WOS:000440028600006;2-s2.0-85050935439;;;;;;
2017;WOS;Article;Draft Genome Sequences of Five Enterococcus Species Isolated from the Gut of Patients with Suspected Clostridium difficile Infection;"Castro-Nallar, Eduardo; Valenzuela, Sandro L.; Baquedano, Sebastian; Sanchez, Carolina; Fernandez, Fabiola; Trombert, Annette N.";"[Castro-Nallar, Eduardo; Valenzuela, Sandro L.] Univ Andres Bello, Fac Ciencias Biol, Ctr Bioinformat & Integrat Biol, Santiago, Chile; [Baquedano, Sebastian] Univ Mayor, Fac Ciencias, Escuela Tecnol Med, Santiago, Chile; [Sanchez, Carolina; Fernandez, Fabiola; Trombert, Annette N.] Univ Mayor, Fac Ciencias, Ctr Genom & Bioinformat, Santiago, Chile; [Fernandez, Fabiola] Univ San Sebastian, Escuela Tecnol Med, Fac Ciencias Salud, Santiago, Chile";Eduardo Martinez;CENTRO DE INVESTIGACION EN FISIOLOGIA DEL EJERCICIO;10.1152/japplphysiol.01115.2017;JOURNAL OF APPLIED PHYSIOLOGY;Q1;WOS:000440978100028;2-s2.0-85047734341;;;;;;
2017;WOS;Article;Phenotype of Aeromonas salmonicida sp salmonicida cyclic adenosine 3,5-monophosphate receptor protein (Crp) mutants and its virulence in rainbow trout (Oncorhynchus mykiss);"Valderrama, K.; Saravia, M.; Santander, J.";"[Valderrama, K.; Santander, J.] Mem Univ Newfoundland, Dept Ocean Sci, Marine Microbial Pathogenesis & Vaccinol Lab, St John, NF, Canada; [Valderrama, K.] Univ Catolica Norte, PhD Program Aquaculture, Coquimbo, Chile; [Saravia, M.; Santander, J.] Univ Mayor, Fac Sci, Huechuraba, Chile";Eduardo Martinez;CENTRO DE INVESTIGACION EN FISIOLOGIA DEL EJERCICIO;10.1016/j.ptsp.2018.04.015;PHYSICAL THERAPY IN SPORT;Q2;WOS:000438180300013;2-s2.0-85046996569;;;;;;
2017;WOS;Article;NMDA receptor subunit composition controls dendritogenesis of hippocampal neurons through CAMKII, CREB-P, and H3K27ac;"Bustos, Fernando J.; Jury, Nur; Martinez, Pablo; Ampuero, Estibaliz; Campos, Matias; Abarzua, Sebastian; Jaramillo, Karen; Ibing, Susanne; Mardones, Muriel D.; Haensgen, Henny; Kzhyshkowska, Julia; Tevy, Maria Florencia; Neve, Rachael; Sanhueza, Magdalena; Varela-Nallar, Lorena; Montecino, Martin; van Zundert, Brigitte";"[Bustos, Fernando J.; Jury, Nur; Martinez, Pablo; Ampuero, Estibaliz; Campos, Matias; Abarzua, Sebastian; Jaramillo, Karen; Mardones, Muriel D.; Varela-Nallar, Lorena; Montecino, Martin; van Zundert, Brigitte] Univ Andres Bello, Ctr Biomed Res, Fac Biol Sci, Ave Republ 217, Santiago, Chile; [Bustos, Fernando J.; Jury, Nur; Martinez, Pablo; Ampuero, Estibaliz; Campos, Matias; Abarzua, Sebastian; Jaramillo, Karen; Mardones, Muriel D.; Varela-Nallar, Lorena; Montecino, Martin; van Zundert, Brigitte] Univ Andres Bello, Fac Med, Ave Republ 217, Santiago, Chile; [Bustos, Fernando J.; Jaramillo, Karen; Montecino, Martin] FONDAP Ctr Genome Regulat, Santiago, Chile; [Ibing, Susanne; Kzhyshkowska, Julia] Heidelberg Univ, Med Fac Mannheim, Inst Transfus Med & Immunol, German Red Cross Blood Serv Baden Wurttemberg Hes, Mannheim, Germany; [Haensgen, Henny; Neve, Rachael] MIT, Dept Brain & Cognit Sci, E25-618, Cambridge, MA 02139 USA; [Tevy, Maria Florencia] Univ Mayor, Ctr Genom & Bioinformat, Fac Ciencias, Santiago, Chile; [Sanhueza, Magdalena] Univ Chile, Dept Biol, Fac Sci, Santiago, Chile";Carlos Celis-Morales;CENTRO DE INVESTIGACION EN FISIOLOGIA DEL EJERCICIO;10.20960/nh.1434;NUTRICION HOSPITALARIA;Q4;WOS:000430906500022;2-s2.0-85045036617;;;;;;
2017;WOS;Article;Digastric Muscle or Digastricmastoid Muscle?;"Carvallo, Pamela; Carvallo, Eugenia; del Sol, Mariano";"[Carvallo, Pamela; Carvallo, Eugenia; del Sol, Mariano] Univ La Frontera, Temuco, Chile; [Carvallo, Pamela] Univ Catolica Temuco, Manuel Montt 56, Temuco, Chile; [Carvallo, Eugenia] Univ Mayor, Sede Temuco, Chile; [del Sol, Mariano] Univ Autonoma Chile, Ctr Invest Ciencias Biomed, San Miguel, Chile";Carlos Celis-Morales;CENTRO DE INVESTIGACION EN FISIOLOGIA DEL EJERCICIO;10.1016/j.exger.2018.03.002;EXPERIMENTAL GERONTOLOGY;Q2;WOS:000430469000024;2-s2.0-85043999950;;;;;;
2017;WOS;Review;Endoplasmic reticulum proteostasis impairment in aging;"Martinez, Gabriela; Duran-Aniotz, Claudia; Cabral-Miranda, Felipe; Vivar, Juan P.; Hetz, Claudio";"[Martinez, Gabriela; Duran-Aniotz, Claudia; Cabral-Miranda, Felipe; Vivar, Juan P.; Hetz, Claudio] Ctr Gerosci Brain Hlth & Metab, Santiago, Chile; [Martinez, Gabriela; Duran-Aniotz, Claudia; Cabral-Miranda, Felipe; Vivar, Juan P.; Hetz, Claudio] Univ Chile, Fac Med, Biomed Neurosci Inst, Santiago, Chile; [Martinez, Gabriela; Duran-Aniotz, Claudia; Cabral-Miranda, Felipe; Vivar, Juan P.; Hetz, Claudio] Univ Chile, Inst Biomed Sci, Program Cellular & Mol Biol, Santiago, Chile; [Martinez, Gabriela] Univ Mayor, Ctr Integrat Biol, Santiago, Chile; [Cabral-Miranda, Felipe] Univ Fed Rio de Janeiro, Inst Ciencias Biomed, Rio De Janeiro, Brazil; [Hetz, Claudio] Buck Inst Res Aging, Novato, CA 94945 USA; [Hetz, Claudio] Harvard Sch Publ Hlth, Dept Immunol & Infect Dis, Boston, MA 02115 USA";David Andrade;CENTRO DE INVESTIGACION EN FISIOLOGIA DEL EJERCICIO;10.1152/ajpheart.00407.2017;AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY;Q1;WOS:000428818600009;2-s2.0-85043783849;;;;;;
2017;WOS;Article;Hillock formation on nanocrystalline diamond;"Valencia, Felipe J.; Gonzalez, Rafael I.; Bringa, Eduardo M.; Kiwi, Miguel";"[Valencia, Felipe J.; Kiwi, Miguel] Univ Chile, Fac Ciencias, Dept Fis, Casilla 653, Santiago 7800024, Chile; [Gonzalez, Rafael I.] Univ Mayor, Fac Sci, Santiago, Chile; [Valencia, Felipe J.; Gonzalez, Rafael I.; Kiwi, Miguel] CEDENNA, Ctr El Desarrollo Nanociencia & Nanotecnol, Avda Ecuador 3493, Santiago 9170124, Chile; [Bringa, Eduardo M.] Univ Nacl Cuyo, CONICET, RA-5500 Mendoza, Argentina; [Bringa, Eduardo M.] Univ Nacl Cuyo, Fac Ciencias Exactas & Nat, RA-5500 Mendoza, Argentina; [Valencia, Felipe J.] Univ Mayor, Fac Ciencias, Nucleo Matemat Fis & Estadist, Manuel Montt 367, Santiago, Chile";Carlos Celis-Morales;CENTRO DE INVESTIGACION EN FISIOLOGIA DEL EJERCICIO;10.1016/j.gaceta.2017.09.008;GACETA SANITARIA;Q3;WOS:000431597600006;2-s2.0-85036541791;;;;;;
2017;WOS;Article;Association of physical activity and dietary habits with overweight in fertile Chilean women;"Guerra M, Ximena; Bedregal, Paula; Weisstaub, Gerardo; Caro M, Patricia";"[Guerra M, Ximena; Caro M, Patricia] Univ Tecnol Chile, INACAP, Escuela Nutr & Dietet, Santiago, Chile; [Bedregal, Paula] Pontificia Univ Catolica Chile, Dept Salud Publ, Santiago, Chile; [Weisstaub, Gerardo] Univ Chile, Inst Nutr & Tecnol Alimentos, Santiago, Chile; [Caro M, Patricia] Univ Mayor, Escuela Salud Publ, Jose Toribio Medina 38, Santiago, Chile";Gerson Luis de Moraes Ferrari;CENTRO DE INVESTIGACION EN FISIOLOGIA DEL EJERCICIO;10.5007/1980-0037.2018v20n4p406;REV BRAS CINEANTROPOM DESEMPENHO HUM;Q4;NO APLICA;SIN INFORMACION;;;;;;
2017;WOS;Article;Biocultural Homogenization in Urban Settings: Public Knowledge of Birds in City Parks of Santiago, Chile;"Celis-Diez, Juan L.; Munoz, Cesar E.; Abades, Sebastian; Marquet, Pablo A.; Armesto, Juan J.";"[Celis-Diez, Juan L.] Pontificia Univ Catolica Valparaiso, Escuela Agron, Casilla 4-D, Quillota, Chile; [Munoz, Cesar E.; Marquet, Pablo A.; Armesto, Juan J.] Pontificia Univ Catolica Chile, Fac Ciencias Biol, Dept Ecol, Santiago 8331150, Chile; [Abades, Sebastian] Univ Mayor, Fac Ciencias, Ctr Genom & Bioinformat, Huechuraba 8580745, Chile; [Marquet, Pablo A.; Armesto, Juan J.] IEB, Santiago 7800003, Chile; [Marquet, Pablo A.] Pontificia Univ Catolica Chile, Fac Ciencias Biol, Lab Int Cambio Global LINCGlobal, Santiago 8331150, Chile; [Armesto, Juan J.] Cary Inst Ecosyst Studies, Millbrook, NY 12545 USA";Aquiles Yañez;CENTRO DE INVESTIGACION EN FISIOLOGIA DEL EJERCICIO;10.3233/PPR-180115;Physiotherapy Practice and Research;Q3;NO APLICA;2-s2.0-85063234866;;;;;;
2017;WOS;Article;Identification of Azadinium poporum (Dinophyceae) in the Southeast Pacific: morphology, molecular phylogeny, and azaspiracid profile characterization;"Tillmann, Urban; Trefault, Nicole; Krock, Bernd; Parada-Pozo, Genesis; De la Iglesia, Rodrigo; Vasquez, Monica";"[Tillmann, Urban; Krock, Bernd] Helmholtz Ctr Polar & Marine Res, Alfred Wegener Inst, Handelshafen 12, D-27570 Bremerhaven, Germany; [Trefault, Nicole; Parada-Pozo, Genesis] Univ Mayor, Fac Sci, Ctr Genom & Bioinformat, Camino Piramide 5750, Santiago, Chile; [De la Iglesia, Rodrigo; Vasquez, Monica] Pontificia Univ Catolica Chile, Dept Mol Genet & Microbiol, Ave Libertador Bernardo OHiggins 340, Santiago, Chile";"Josivaldo De Souza; Aquiles Yañez";CENTRO DE INVESTIGACION EN FISIOLOGIA DEL EJERCICIO;10.1016/j.rbce.2018.03.028;REVISTA BRASILEIRA DE CIÊNCIAS DO ESPORTE (RBCE);Q3;NO APLICA;2-s2.0-85057449485;;;;;;
2017;WOS;Article;Measuring the condylar unit in condylar hyperplasia: from the sigmoid notch or from the mandibular lingula?;"Farina, R.; Bravo, R.; Villanueva, R.; Valladares, S.; Hinojosa, A.; Martinez, B.";"[Farina, R.] Univ Chile, Dept Oral & Maxillofacial Surg, Hosp Salvador, Hosp San Borja Arriaran,Oral & Maxillofacial Surg, Santiago, Chile; [Bravo, R.; Hinojosa, A.] Hosp Salvador, Oral & Maxillofacial Surg, Santiago, Chile; [Villanueva, R.] Pontificia Univ Catolica Chile, Oral & Maxillofacial Surg, Santiago, Chile; [Valladares, S.] Hosp Clin Metropolitano El Carmen, Oral & Maxillofacial Surg, Maipu, Chile; [Villanueva, R.] Pontificia Univ Catolica Chile, Oral & Maxillofacial Surg, Santiago, Chile; [Martinez, B.] Univ Mayor, Oral & Maxillofacial Surg, Santiago, Chile";Ana Cristina Mateus ;CENTRO DE INVESTIGACION EN SOCIEDAD Y SALUD;10.5964/jspp.v5i2.895;Journal of Social and Political Psychology;Q2;NO APLICA;2-s2.0-85044139016;;;;;;
2017;WOS;Article;MLN64 induces mitochondrial dysfunction associated with increased mitochondrial cholesterol content;"Balboa, Elisa; Castro, Juan; Pinochet, Maria-Jose; Cancino, Gonzalo I.; Matias, Nuria; Saez, Pablo Jose; Martinez, Alexis; Alvarez, Alejandra R.; Garcia-Ruiz, Carmen; Fernandez-Checa, Jose C.; Zanlungo, Silvana";"[Balboa, Elisa; Castro, Juan; Pinochet, Maria-Jose; Zanlungo, Silvana] Pontificia Univ Catolica Chile, Fac Med, Dept Gastroenterol, Santiago, Chile; [Cancino, Gonzalo I.; Martinez, Alexis; Alvarez, Alejandra R.] Pontificia Univ Catolica Chile, Fac Ciencias Biol, Dept Biol Celular & Mol, Santiago, Chile; [Matias, Nuria; Garcia-Ruiz, Carmen; Fernandez-Checa, Jose C.] Inst Invest Biomed August Pi i Sunyer, Liver Unit, Hosp Clin & Prov, Barcelona, Spain; [Matias, Nuria; Garcia-Ruiz, Carmen; Fernandez-Checa, Jose C.] CIBEREHD, Barcelona, Spain; [Saez, Pablo Jose] Inst Curie, Paris, France; [Garcia-Ruiz, Carmen; Fernandez-Checa, Jose C.] Univ Southern Calif, Keck Sch Med, Res Ctr ALPD, Los Angeles, CA USA; [Cancino, Gonzalo I.] Univ Mayor, Ctr Integrat Biol, Providencia, Chile";Ana Cristina Mateus ;CENTRO DE INVESTIGACION EN SOCIEDAD Y SALUD;10.1093/ijtj/ijy025;INTERNATIONAL JOURNAL OF TRANSITIONAL JUSTICE;Q1;WOS:000456646300007;2-s2.0-85060923908;;;;;;
2017;WOS;Article;Colibacillosis in a New Zealand white rabbit (Oryctolagus cuniculus);"Saravia, Melissa; Segovia, Cristopher; Valderrama, Katherine; Santander, Javier";"[Saravia, Melissa; Santander, Javier] Univ Mayor, Fac Sci, Anim Facility, Santiago, Chile; [Segovia, Cristopher; Valderrama, Katherine; Santander, Javier] Mem Univ Newfoundland, Fac Sci, St John, NF, Canada; [Segovia, Cristopher] Univ Mayor, Program Integrat Genom, Santiago, Chile; [Valderrama, Katherine] Univ Catolica Norte, Program Aquaculture, Coquimbo, Chile";Katherine Keyes;CENTRO DE INVESTIGACION EN SOCIEDAD Y SALUD;10.1016/j.ssmph.2018.10.003;SSM-POPULATION HEALTH;Q4;WOS:000451177600031;2-s2.0-85056654437;;;;;;
2017;WOS;Article;Synergistic interactions between phenolic compounds identified in grape pomace extract with antibiotics of different classes against Staphylococcus aureus and Escherichia coli;"Sanhueza, Loreto; Melo, Ricardo; Montero, Ruth; Maisey, Kevin; Mendoza, Leonora; Wilkens, Marcela";"[Sanhueza, Loreto; Melo, Ricardo] Univ Mayor, Fac Ciencias, Nucleo Quim & Bioquim, Santiago, Chile; [Montero, Ruth; Maisey, Kevin] Univ Santiago Chile, Fac Quim & Biol, Dept Biol, Lab Inmunol Comparat, Santiago, Chile; [Mendoza, Leonora] Univ Santiago Chile, Fac Quim & Biol, Dept Quim Mat, Lab Micol, Santiago, Chile; [Wilkens, Marcela] Univ Santiago Chile, Fac Quim & Biol, Dept Biol, Lab Microbiol Basica & Aplicada, Santiago, Chile";Esteban Calvo;CENTRO DE INVESTIGACION EN SOCIEDAD Y SALUD;10.1016/j.arr.2018.07.006;AGEING RESEARCH REVIEWS;Q1;WOS:000449133000010;2-s2.0-85050685758;;;;;;
2017;WOS;Article;Evidence-based guidelines for the use of tracheostomy in critically ill patients;"Raimondi, Nestor; Vial, Macarena R.; Calleja, Jose; Quintero, Agamenon; Cortes, Alban; Celis, Edgar; Pacheco, Clara; Ugarte, Sebastian; Anon, Jose M.; Hernandez, Gonzalo; Vidal, Erick; Chiappero, Guillermo; Rios, Fernando; Castilleja, Fernando; Matos, Alfredo; Rodriguez, Enith; Antoniazzi, Paulo; Teles, Jose Mario; Duenas, Carmelo; Sinclair, Jorge; Martinez, Lorenzo; von der Osten, Ingrid; Vergara, Jose; Jimenez, Edgar; Arroyo, Max; Rodriguez, Camilo; Torres, Javier; Fernandez-Bussy, Sebastian; Nates, Joseph L.";"[Raimondi, Nestor] Univ Buenos Aires, Hosp Municipal Juan A Fernandez, Buenos Aires, DF, Argentina; [Vial, Macarena R.; Nates, Joseph L.] Univ Texas Houston, MD Anderson Canc Ctr, 1515 Holcombe Blvd, Houston, TX 77030 USA; [Calleja, Jose] Inst Tecnol Monterrey, Hosp Zambrano Hell, Monterrey, Mexico; [Rodriguez, Camilo] Univ Sinu, Inst Med Alta Tecnol, Cordoba, Colombia; [Cortes, Alban] Univ Mayor Temuco, Hosp Nueva Imperial, Clin Mayor Temuco, Temuco, Chile; [Celis, Edgar] Hosp Univ Fdn Santa Fe Bogota, Bogota, Colombia; [Pacheco, Clara] Hosp Univ Caracas, Caracas, Venezuela; [Ugarte, Sebastian] Univ Chile Santiago, Clin Indisa, Hosp Salvador, Santiago, Chile; Hosp Univ La Paz Carlos III, IdiPaz, Madrid, Spain; [Hernandez, Gonzalo] Complejo Hosp Toledo, Toledo, Spain; [Vidal, Erick] Hosp Espanol Mexico, Hosp Angeles Lomas, Mexico City, DF, Mexico; [Chiappero, Guillermo] Univ Buenos Aires, Hosp Juan A Fernandez CABA, Buenos Aires, DF, Argentina; [Rios, Fernando] Hosp Nacl Alejandro Posadas, Sanatorio Las Lomas, Buenos Aires, DF, Argentina; [Matos, Alfredo; Rodriguez, Enith] Complejo Hosp Caja Seguro Social, Ciudad De Panama, Panama; [Antoniazzi, Paulo] Ctr Univ Barao de Maua, Hosp Santa Casa Ribeirao Preto, Sao Paulo, Brazil; [Teles, Jose Mario] Hosp Urgencias Goiania, Goias, Brazil; [Duenas, Carmelo] Univ Cartagena, Santa Cruz Bocagrande, Gestion Salud, Cartagena, Colombia; [Sinclair, Jorge] Univ Panama, Hosp Punta Pacifica, Johns Hopkins Med, Ciudad De Panama, Panama; [Martinez, Lorenzo] Hosp Policlin Metropolitana, Caracas, Venezuela; [von der Osten, Ingrid] Univ Cent Venezuela, Hosp Cent Miguel Perez Carreno IVSS, Caracas, Venezuela; [Vergara, Jose] Univ Especialidades Espiritu Santo UEES, Hosp Luis Vernaza, Guayaquil, Ecuador; [Jimenez, Edgar] Texas A&M Hlth Sci Ctr, Coll Med, Baylor Scott & White Hlth, Temple, TX USA; [Arroyo, Max] Clin Santo Sofia, Caracas, Venezuela; [Vial, Macarena R.; Torres, Javier; Fernandez-Bussy, Sebastian] Univ Desarrollo, Clin Alemana Santiago, Santiago, Chile; [Fernandez-Bussy, Sebastian] Univ Florida, Div Pulm Crit Care & Sleep Med, Gainesville, FL USA";Esteban Calvo;CENTRO DE INVESTIGACION EN SOCIEDAD Y SALUD;10.1002/gps.4879;INTERNATIONAL JOURNAL OF GERIATRIC PSYCHIATRY;Q1;WOS:000434968700014;2-s2.0-85044335973;;;;;;
2017;WOS;Article;Differential regulation of riboflavin supply genes in Vibrio cholerae;"Sepulveda Cisternas, Ignacio; Torres, Alexia; Fuentes Flores, Andres; Garcia Angulo, Victor Antonio";"[Sepulveda Cisternas, Ignacio] Univ Mayor, Escuela Biotecnol, Campus Huechuraba, Santiago, Chile; [Sepulveda Cisternas, Ignacio; Torres, Alexia; Fuentes Flores, Andres; Garcia Angulo, Victor Antonio] Univ Chile, Fac Med Norte, Inst Ciencias Biomed, Programa Microbiol & Micol, Pabellon L Independencia 1027, Santiago 8380453, Chile";Sergio Peña;CENTRO DE INVESTIGACION EN SOCIEDAD Y SALUD;10.18601/01229893.n41.09/;REVISTA DERECHO DEL ESTADO [COLOMBIA];Q4;NO APLICA;SIN INFORMACION;;;;;;
2017;WOS;Article;On the developmental self-regulatory dynamics and evolution of individuated multicellular organisms;Veloso, Felipe A.;[Veloso, Felipe A.] Univ Mayor, Fac Sci, Ctr Genom & Bioinformat, Camino La Piramide 5750, Santiago 8580745, Chile;P. Fernandez Arias;CENTRO DE INVESTIGACION EN SOCIEDAD Y SALUD;10.1007/s00737-018-0922-2;Archives of Women's Mental Health;Q1;NO APLICA;2-s2.0-85055677652;;;;;;
2017;WOS;Article;The positive side of a negative reference: the delay between linguistic processing and common ground;"Kronmueller, Edmundo; Noveck, Ira; Rivera, Natalia; Jaume-Guazzini, Francisco; Barr, Dale";"[Kronmueller, Edmundo; Jaume-Guazzini, Francisco] Pontificia Univ Catolica Chile, Escuela Psicol, Santiago, Chile; [Noveck, Ira] Lab Langage Cerveau & Cognit UMR5230, Lyon, France; [Rivera, Natalia] Univ Amsterdam, Amsterdam Ctr Language & Commun, NL-1012 WX Amsterdam, Netherlands; [Jaume-Guazzini, Francisco] Univ Mayor, Escuela Educ, Santiago, Chile; [Barr, Dale] Univ Glasgow, Dept Psychol, Glasgow, Lanark, Scotland";Christian Salas-Eljatib;CENTRO DE MODELACION Y MONITOREO DE ECOSISTEMAS;10.1002/ece3.4525;ECOLOGY AND EVOLUTION;Q2;WOS:000451611000012;2-s2.0-85056250968;;;;;;
